
🎬电影频道,#genre#
CCTV2,http://www.furymax.top:85/rtp/239.69.1.102:10250?$超清
CCTV2,http://itms.xznet.org:41097/rtp/239.254.200.158:6000$河北
CCTV2,http://116.9.204.242:9901/tsfile/live/0002_1.m3u8?$高清5


CCTV3,http://ycsj.aguihome.com:4022/rtp/233.50.201.196:5140
CCTV3,http://yuntv.chinayungu.cn:8005/live/cctv3sd5hxc/index.m3u8
CCTV3,http://yuntv.chinayungu.cn:8005/live/cctv3sd5hxc/index.m3u8

CCTV4,http://itms.xznet.org:41097/rtp/239.254.200.190:6307?$超清
CCTV4,http://yuntv.chinayungu.cn:8005/live/cctv4sd5hxc/index.m3u8

CCTV5,http://yuntv.chinayungu.cn:8005/live/cctv5sd5hxc/index.m3u8
CCTV5,http://123.113.236.69:8012/rtp/239.3.1.108:8001
CCTV5,http://itms.xznet.org:41097/rtp/239.254.200.14:6000$河北


CCTV6,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2013693901/timeshift.m3u8?delay=0?$超清

CCTV6,http://124.128.73.58:9901/tsfile/live/0006_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV6,https://epg.pw/stream/c2a78d34141bd7ad12b19b2ab7f3f60f2b8a4c3bdd5c573889aad5bc3b331fe1.m3u8
CCTV6,http://112.123.206.32:808/hls/7/index.m3u8

CCTV7,http://ycsj.aguihome.com:4022/rtp/233.50.201.120:5140
CCTV7,http://123.166.61.70:8003/hls/42/index.m3u8
CCTV7,http://yuntv.chinayungu.cn:8005/live/cctv7sd5hxc/index.m3u8
CCTV7,http://116.9.204.242:9901/tsfile/live/0007_1.m3u8

CCTV8,http://yuntv.chinayungu.cn:8005/live/cctv8sd5hxc/index.m3u8
CCTV8,http://itms.xznet.org:41097/rtp/239.254.200.16:6000$河北
CCTV8,http://116.9.204.242:9901/tsfile/live/0008_1.m3u8
CCTV8,http://61.157.139.15:9901/tsfile/live/2378_1.m3u8?key=txiptv&playlive=1&authid=0

CCTV9,http://yuntv.chinayungu.cn:8005/live/cctv9sd5hxc/index.m3u8
CCTV9,http://itms.xznet.org:41097/rtp/239.254.200.59:8112$河北
CCTV9,http://116.9.204.242:9901/tsfile/live/0009_1.m3u8
CCTV9,http://kxrj.site:998/123/mg.php?id=cctv9?$高清

CCTV10,http://ycsj.aguihome.com:4022/rtp/233.50.201.122:5140
CCTV10,http://itms.xznet.org:41097/rtp/239.254.200.160:6000$河北
CCTV10,http://yuntv.chinayungu.cn:8005/live/cctv10sd5hxc/index.m3u8
CCTV10,http://116.9.204.242:9901/tsfile/live/0010_1.m3u8

CCTV11,http://123.166.61.70:8003/hls/43/index.m3u8
CCTV11,http://yuntv.chinayungu.cn:8005/live/cctv11sd5hxc/index.m3u8
CCTV11,http://116.9.204.242:9901/tsfile/live/0011_1.m3u8
CCTV11,http://home.yulei.online:9999/rtp/226.0.2.28:8136
CCTV11,http://ycsj.aguihome.com:4022/rtp/233.50.201.11:5140
CCTV11,http://kxrj.site:998/123/mg.php?id=cctv11?$高清

CCTV12,http://ycsj.aguihome.com:4022/rtp/233.50.201.123:5140
CCTV12,http://111.14.181.15:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0?$延迟
CCTV12,http://yuntv.chinayungu.cn:8005/live/cctv12sd5hxc/index.m3u8

CCTV13,http://yuntv.chinayungu.cn:8005/live/cctv13hd5hxc/index.m3u8?$超清
CCTV13,http://yuntv.chinayungu.cn:8005/live/cctv13sd5hxc/index.m3u8?$高清
CCTV13,http://116.9.204.242:9901/tsfile/live/0013_1.m3u8?$高清


CCTV14,http://itms.xznet.org:41097/rtp/239.254.200.162:6000?$超清
CCTV14,http://yuntv.chinayungu.cn:8005/live/cctv14sd5hxc/index.m3u8?$高清
CCTV14,http://116.9.204.242:9901/tsfile/live/0014_1.m3u8?$高清


CCTV15,http://tvbox6.com/tv/bfgd.php?id=133
CCTV15,http://yuntv.chinayungu.cn:8005/live/cctv15sd5hxc/index.m3u8?$高清
CCTV15,http://116.9.204.242:9901/tsfile/live/0015_1.m3u8

CCTV16,http://yuntv.chinayungu.cn:8005/live/cctv16hd5hxc/index.m3u8
CCTV16,http://123.166.61.70:8003/hls/16/index.m3u8
CCTV16,http://117.32.85.85:8025/rtp/239.111.205.134:5140

CCTV17,http://itms.xznet.org:41097/rtp/239.254.201.120:8144?$超清
CCTV17,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.151:8144
CCTV17,http://yuntv.chinayungu.cn:8005/live/cctv17sd5hxc/index.m3u8?$高清

CCTV5+,http://119.163.199.98:9901/tsfile/live/0016_2.m3u8









CCTV1,http://1.24.190.98:10089/hls/1/index.m3u8
CCTV2,http://1.24.190.98:10089/hls/2/index.m3u8
CCTV3,http://1.24.190.98:10089/hls/3/index.m3u8
CCTV4,http://1.24.190.98:10089/hls/4/index.m3u8
CCTV5,http://1.24.190.98:10089/hls/5/index.m3u8
CCTV6,http://1.24.190.98:10089/hls/6/index.m3u8
CCTV7,http://1.24.190.98:10089/hls/7/index.m3u8
CCTV8,http://1.24.190.98:10089/hls/8/index.m3u8
CCTV9,http://1.24.190.98:10089/hls/9/index.m3u8
CCTV10,http://1.24.190.98:10089/hls/10/index.m3u8
CCTV11,http://1.24.190.98:10089/hls/11/index.m3u8
CCTV12,http://1.24.190.98:10089/hls/12/index.m3u8
CCTV13,http://kkk.jjjj.jiduo.me/api.php?n=ttt&id=0022&tk=e347d250ab70
CCTV13,http://1.24.190.98:10089/hls/13/index.m3u8
CCTV14,http://1.24.190.98:10089/hls/14/index.m3u8
CCTV15,http://1.24.190.98:10089/hls/15/index.m3u8
CCTV5+,http://1.24.190.98:10089/hls/16/index.m3u8


CCTV1,http://47.109.155.164/jd/%E5%B1%B1%E8%A5%BF.php?id=cctv1
CCTV8,http://tvbox6.icu/tv/migu.php?id=cctv8
CCTV16,http://www.erbao1981.top:8188/udp/239.76.246.98:1234



📡地方卫视,#genre#


广东卫视,http://kxrj.site:998/123/mg.php?id=gdws
广东卫视,http://180.188.45.80:1665/migu.php?id=gdws
广东卫视,http://123.166.61.70:8003/hls/21/index.m3u8
广东卫视,http://116.9.204.242:9901/tsfile/live/0125_2.m3u8
广东卫视,http://202.100.46.58:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://kkk.jjjj.jiduo.me/api.php?n=ttt&id=0052&tk=e347d250ab70
广东卫视,http://221.213.91.234:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://180.158.198.181:4022/udp/239.45.3.230:5140


江苏卫视,http://kxrj.site:998/123/mg.php?id=jsws

天津卫视,http://115.149.139.141:10001/tsfile/live/1036_1.m3u8?blog.ntnas.top
天津卫视,http://58.220.219.14:9901/tsfile/live/0135_1.m3u8?key=txiptv
天津卫视,http://115.149.139.141:10001/tsfile/live/1036_1.m3u8

北京卫视,http://61.163.181.78:9901/tsfile/live/1043_1.m3u8
北京卫视,http://119.163.199.98:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://123.166.61.70:8003/hls/56/index.m3u8
北京卫视,http://110.53.52.63:8888/newlive/live/hls/18/live.m3u8
北京卫视,http://123.166.61.70:8003/hls/56/index.m3u8
北京卫视,http://116.9.204.242:9901/tsfile/live/0122_1.m3u8
北京卫视,http://202.100.46.58:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0

陕西卫视,http://180.188.45.80:1665/migu.php?id=sxws
陕西卫视,http://kkk.jjjj.jiduo.me/api.php?n=ttt&id=0043&tk=e347d250ab70
陕西卫视,http://221.213.91.234:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=0&authid=0
陕西卫视,http://180.158.198.181:4022/udp/239.45.1.232:5140
陕西卫视,http://gmxw.7766.org:808/hls/58/index.m3u8?$高清1m
陕西卫视,http://202.100.46.58:9901/tsfile/live/1017_1.m3u8?$高清1m
陕西卫视,http://202.100.46.58:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0?$高清1m


青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8

三沙卫视,http://61.138.128.226:19901/tsfile/live/1020_1.m3u8
三沙卫视,http://ik6.iptv8.net:8888/rtp/225.1.4.234:1280

安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8?$高清
安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8?$高清
安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8?_upt=739abf201649062902

厦门卫视,http://183.237.246.14:9931/tsfile/live/1093_1.m3u8?$高清
厦门卫视,http://124.128.73.58:9901/tsfile/live/0129_1.m3u8

内蒙古卫视,http://183.237.246.14:9931/tsfile/live/1085_1.m3u8
内蒙古卫视,http://gmxw.7766.org:808/hls/60/index.m3u8

东方卫视,http://kxrj.site:998/123/mg.php?id=dfws
吉林卫视,http://kxrj.site:998/123/mg.php?id=jlws
青海卫视,http://kxrj.site:998/123/mg.php?id=qhws
陕西卫视,http://kxrj.site:998/123/mg.php?id=sxws
湖北卫视,http://kxrj.site:998/123/mg.php?id=hubws
江西卫视,http://kxrj.site:998/123/mg.php?id=jxws
湾区卫视,http://kxrj.site:998/123/mg.php?id=dwqws
海南卫视,http://kxrj.site:998/123/mg.php?id=hinws

浙江卫视,http://171.13.115.66:808/hls/61/index.m3u8
东方卫视,http://171.13.115.66:808/hls/62/index.m3u8
江苏卫视,http://171.13.115.66:808/hls/63/index.m3u8
广东卫视,http://171.13.115.66:808/hls/65/index.m3u8
山东卫视,http://171.13.115.66:808/hls/67/index.m3u8
安徽卫视,http://171.13.115.66:808/hls/68/index.m3u8
重庆卫视,http://171.13.115.66:808/hls/80/index.m3u8
青海卫视,http://171.13.115.66:808/hls/90/index.m3u8
新疆卫视,http://171.13.115.66:808/hls/4/index.m3u8
西藏卫视,http://171.13.115.66:808/hls/5/index.m3u8

安徽卫视,http://36.109.213.192:9988/udp/238.125.1.9:5140
北京卫视,http://36.109.213.192:9988/udp/238.125.5.3:5140
东方卫视,http://36.109.213.192:9988/udp/238.125.1.5:5140
东方卫视,http://36.109.213.192:9988/udp/238.125.5.5:5140
东南卫视,http://36.109.213.192:9988/udp/238.125.1.49:5140
东南卫视,http://36.109.213.192:9988/udp/238.125.5.49:5140
甘肃卫视,http://36.109.213.192:9988/udp/238.125.5.121:5140
广东卫视,http://36.109.213.192:9988/udp/238.125.1.12:5140
广东卫视,http://36.109.213.192:9988/udp/238.125.5.12:5140
广西卫视,http://36.109.213.192:9988/udp/238.125.5.105:5140
海南卫视,http://36.109.213.192:9988/udp/238.125.1.68:5140
海南卫视,http://36.109.213.192:9988/udp/238.125.5.68:5140
河南卫视,http://36.109.213.192:9988/udp/238.125.3.171:5140
黑龙江卫视,http://36.109.213.192:9988/udp/238.125.5.8:5140
湖北卫视,http://36.109.213.192:9988/udp/238.125.1.10:5140
湖北卫视,http://36.109.213.192:9988/udp/238.125.5.10:5140
湖南卫视,http://36.109.213.192:9988/udp/238.125.1.4:5140
湖南卫视,http://36.109.213.192:9988/udp/238.125.5.4:5140
江苏卫视,http://36.109.213.192:9988/udp/238.125.1.6:5140
江苏卫视,http://36.109.213.192:9988/udp/238.125.5.6:5140
深圳卫视,http://36.109.213.192:9988/udp/238.125.1.2:5140
深圳卫视,http://36.109.213.192:9988/udp/238.125.5.2:5140
四川卫视,http://36.109.213.192:9988/udp/238.125.1.62:5140
四川卫视,http://36.109.213.192:9988/udp/238.125.5.62:5140
天津卫视,http://36.109.213.192:9988/udp/238.125.1.13:5140
重庆卫视,http://36.109.213.192:9988/udp/238.125.1.14:5140
重庆卫视,http://36.109.213.192:9988/udp/238.125.5.14:5140

延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8?$高清
延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8?$高清
延边卫视,http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8?$高清
延边卫视,http://live.ybtvyun.com/video/s10006-90fe76c52091/index.m3u8?$高清
延边卫视,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8?$高清
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8

萧山综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
萧山综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan3/720p.m3u8


潮州公共,http://183.237.246.14:9931/tsfile/live/1136_1.m3u8
广州新闻HD,http://183.237.246.14:9931/tsfile/live/1138_1.m3u8
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源综合,https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源综合,https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?_upt=f767206b1671099007
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8?zguangd
人民铁道,http://39.162.27.11:8081/newlive/live/hls/2/live.m3u8?$人民铁道



安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be.flv
安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8
安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8?zanhd
安徽体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?世界杯WorldCup
安徽经济生活,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959.flv
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8
安徽经济生活,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959/hls.m3u8
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?zanhd
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?zanhd?世界杯WorldCup
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3.flv
歙县综合频道,http://112.30.194.221:20080/live/4b3024127d1c472986ccdcb454f81a9f/hls.m3u8
安徽歙县综合,http://112.30.194.221:20080/live/4b3024127d1c472986ccdcb454f81a9f/hls.m3u8?zanhd

萧山新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
